Full,log(Age),M,log(Teff),Mbol,Mv,(U-B)o,(B-V)o,(V-R)o,(V-I)o,(V-J)o
2133,9.9,0.9742,3.637,-0.19,0.46,1.27,1.27,0.68,1.27,2.13
2134,9.9,0.9743,3.626,-0.49,0.25,1.41,1.34,0.71,1.34,2.26
2135,9.9,0.9743,3.613,-0.87,0.0,1.58,1.42,0.76,1.42,2.41
2136,9.9,0.9743,3.6,-1.2,-0.19,1.72,1.49,0.81,1.53,2.57
2137,9.9,0.9743,3.606,-1.03,-0.09,1.66,1.46,0.78,1.47,2.49
2138,9.9,0.9743,3.615,-0.84,0.01,1.56,1.41,0.75,1.41,2.38
2139,9.9,0.9743,3.615,-0.83,0.02,1.55,1.4,0.75,1.41,2.38
2140,9.9,0.9745,3.608,-0.99,-0.07,1.64,1.45,0.78,1.46,2.47
2141,9.9,0.9746,3.602,-1.17,-0.18,1.71,1.49,0.8,1.51,2.55
2142,9.9,0.9746,3.596,-1.34,-0.29,1.74,1.5,0.82,1.57,2.61
2143,9.9,0.9747,3.59,-1.5,-0.4,1.76,1.52,0.84,1.63,2.69
2144,9.9,0.9747,3.581,-1.71,-0.52,1.79,1.54,0.87,1.72,2.79
2145,9.9,0.9747,3.573,-1.89,-0.6,1.82,1.56,0.9,1.83,2.91
2146,9.9,0.9747,3.559,-2.15,-0.55,1.81,1.58,0.98,2.1,3.24
2147,9.9,0.9748,3.55,-2.32,-0.49,1.8,1.58,1.04,2.28,3.47
2148,9.9,0.9748,3.542,-2.48,-0.46,1.78,1.59,1.09,2.44,3.68
2149,9.9,0.9748,3.528,-2.73,-0.14,1.63,1.6,1.21,2.77,4.3
2150,9.9,0.9748,3.516,-2.97,0.11,1.49,1.61,1.32,3.06,4.84
2151,9.9,0.9748,3.501,-3.21,0.27,1.43,1.61,1.38,3.32,5.28
2152,9.9,0.9748,3.486,-3.44,0.38,1.4,1.62,1.41,3.56,5.67
2153,9.9,0.9748,3.477,-3.61,0.42,1.38,1.62,1.43,3.7,5.9
2154,9.9,0.9748,3.477,-3.61,0.42,1.38,1.62,1.43,3.7,5.91
2155,9.9,0.9748,3.464,-3.83,0.5,1.36,1.62,1.46,3.91,6.24
2156,9.9,0.9748,3.451,-4.04,0.58,1.34,1.62,1.49,4.11,6.57
2157,9.9,0.9749,3.438,-4.25,0.67,1.31,1.62,1.52,4.32,6.91
2158,9.9,0.9749,3.424,-4.46,0.76,1.28,1.63,1.55,4.53,7.25
2159,9.9,0.9749,3.412,-4.65,0.86,1.26,1.63,1.57,4.73,7.57
2184,9.8,0.6,3.589,7.73,8.79,1.13,1.37,0.88,1.7,2.64
2185,9.8,0.62,3.599,7.57,8.59,1.08,1.35,0.85,1.61,2.58
2186,9.8,0.64,3.608,7.41,8.36,1.04,1.31,0.82,1.53,2.49
2187,9.8,0.66,3.618,7.25,8.11,1.02,1.27,0.8,1.47,2.38
2188,9.8,0.68,3.628,7.09,7.87,0.99,1.23,0.77,1.4,2.28
2189,9.8,0.7,3.638,6.93,7.62,0.94,1.18,0.74,1.34,2.17
2190,9.8,0.72,3.648,6.77,7.39,0.89,1.14,0.7,1.28,2.07
2191,9.8,0.74,3.658,6.62,7.17,0.83,1.09,0.67,1.22,1.98
2192,9.8,0.76,3.667,6.46,6.94,0.77,1.05,0.63,1.16,1.88
2193,9.8,0.78,3.677,6.31,6.72,0.7,1.01,0.59,1.1,1.79
2194,9.8,0.8,3.687,6.15,6.5,0.64,0.97,0.56,1.04,1.7
2195,9.8,0.825,3.699,5.96,6.25,0.57,0.92,0.52,0.98,1.6
2196,9.8,0.845,3.707,5.81,6.06,0.51,0.89,0.5,0.94,1.52
2197,9.8,0.865,3.716,5.66,5.87,0.46,0.85,0.48,0.9,1.45
2198,9.8,0.885,3.725,5.51,5.68,0.4,0.82,0.46,0.86,1.38
2199,9.8,0.905,3.733,5.36,5.51,0.34,0.79,0.44,0.83,1.33
2200,9.8,0.93,3.742,5.17,5.3,0.28,0.75,0.42,0.79,1.27
2201,9.8,0.955,3.75,4.99,5.09,0.23,0.72,0.4,0.76,1.21
2202,9.8,0.975,3.756,4.84,4.93,0.19,0.7,0.39,0.74,1.17
2203,9.8,0.995,3.762,4.68,4.76,0.15,0.67,0.38,0.72,1.14
2204,9.8,1.015,3.766,4.53,4.6,0.13,0.65,0.37,0.71,1.11
2205,9.8,1.0158,3.766,4.53,4.59,0.13,0.65,0.37,0.71,1.11
2206,9.8,1.0408,3.77,4.35,4.42,0.12,0.64,0.36,0.7,1.08
2207,9.8,1.0658,3.771,4.2,4.26,0.11,0.64,0.36,0.69,1.08
2208,9.8,1.0958,3.769,4.02,4.09,0.12,0.64,0.37,0.7,1.09
2209,9.8,1.0973,3.769,4.01,4.07,0.12,0.64,0.37,0.7,1.09
2210,9.8,1.1054,3.775,3.85,3.9,0.09,0.62,0.36,0.68,1.05
2211,9.8,1.107,3.78,3.72,3.76,0.07,0.6,0.35,0.66,1.02
2212,9.8,1.1231,3.773,3.57,3.62,0.11,0.62,0.36,0.69,1.06
2213,9.8,1.1415,3.763,3.42,3.49,0.16,0.67,0.38,0.72,1.12
2214,9.8,1.1473,3.755,3.38,3.47,0.2,0.7,0.39,0.75,1.17
2215,9.8,1.1549,3.73,3.44,3.6,0.37,0.81,0.44,0.84,1.35
2216,9.8,1.1593,3.708,3.51,3.75,0.52,0.9,0.49,0.93,1.51
2217,9.8,1.1597,3.705,3.52,3.77,0.54,0.91,0.5,0.94,1.53
2218,9.8,1.1646,3.69,3.36,3.68,0.66,0.97,0.54,1.01,1.66
2219,9.8,1.1648,3.69,3.36,3.68,0.66,0.97,0.54,1.01,1.66
2220,9.8,1.1672,3.686,3.2,3.55,0.69,0.99,0.55,1.03,1.69
2221,9.8,1.1696,3.684,3.04,3.39,0.71,1.0,0.55,1.04,1.71
2222,9.8,1.1716,3.682,2.87,3.24,0.73,1.01,0.56,1.04,1.73
2223,9.8,1.1732,3.68,2.72,3.09,0.75,1.02,0.56,1.05,1.74
2224,9.8,1.1747,3.678,2.56,2.94,0.77,1.03,0.56,1.06,1.76
2225,9.8,1.1759,3.676,2.41,2.8,0.79,1.04,0.57,1.07,1.77
2226,9.8,1.1771,3.674,2.25,2.65,0.81,1.06,0.57,1.08,1.79
2227,9.8,1.1781,3.672,2.09,2.51,0.83,1.07,0.58,1.09,1.81
2228,9.8,1.1791,3.669,1.91,2.34,0.86,1.08,0.59,1.1,1.83
2229,9.8,1.1799,3.666,1.74,2.18,0.89,1.1,0.6,1.12,1.86
2230,9.8,1.1806,3.663,1.57,2.03,0.92,1.11,0.61,1.13,1.89
2231,9.8,1.1813,3.66,1.39,1.88,0.95,1.13,0.61,1.15,1.92
2232,9.8,1.182,3.657,1.23,1.73,0.99,1.14,0.62,1.16,1.94
2233,9.8,1.1825,3.658,1.27,1.77,0.97,1.14,0.62,1.16,1.93
2234,9.8,1.1829,3.655,1.12,1.63,1.01,1.15,0.63,1.17,1.96
2235,9.8,1.1834,3.652,0.96,1.5,1.04,1.17,0.63,1.19,1.99
2236,9.8,1.1839,3.648,0.79,1.36,1.09,1.19,0.65,1.21,2.03
2237,9.8,1.1843,3.645,0.63,1.23,1.12,1.21,0.65,1.23,2.06
2238,9.8,1.1847,3.642,0.46,1.08,1.17,1.23,0.67,1.25,2.09
2239,9.8,1.185,3.638,0.29,0.93,1.22,1.25,0.68,1.27,2.13
2240,9.8,1.1852,3.633,0.11,0.79,1.27,1.28,0.69,1.3,2.18
2241,9.8,1.1854,3.629,-0.04,0.67,1.32,1.3,0.71,1.33,2.22
2242,9.8,1.1856,3.624,-0.23,0.53,1.38,1.33,0.72,1.36,2.28
2243,9.8,1.1858,3.621,-0.39,0.41,1.44,1.36,0.73,1.38,2.32
2244,9.8,1.1859,3.615,-0.58,0.27,1.51,1.39,0.75,1.41,2.38
2245,9.8,1.1861,3.611,-0.74,0.16,1.57,1.42,0.77,1.44,2.43
2246,9.8,1.1862,3.607,-0.88,0.05,1.63,1.45,0.78,1.47,2.48
2247,9.8,1.1863,3.602,-1.05,-0.07,1.69,1.48,0.8,1.51,2.55
2248,9.8,1.1864,3.596,-1.25,-0.2,1.73,1.5,0.82,1.57,2.62
2249,9.8,1.1864,3.589,-1.42,-0.31,1.76,1.52,0.84,1.64,2.69
2250,9.8,1.1865,3.581,-1.61,-0.42,1.79,1.54,0.87,1.72,2.79
2251,9.8,1.1866,3.574,-1.78,-0.53,1.81,1.56,0.89,1.8,2.88
2252,9.8,1.1866,3.567,-1.97,-0.55,1.82,1.57,0.93,1.94,3.05
2253,9.8,1.1867,3.558,-2.18,-0.53,1.81,1.58,0.99,2.13,3.28
2254,9.8,1.1867,3.551,-2.34,-0.54,1.8,1.58,1.04,2.27,3.45
2255,9.8,1.1868,3.544,-2.53,-0.55,1.79,1.59,1.08,2.41,3.63
2256,9.8,1.1868,3.532,-2.74,-0.3,1.67,1.6,1.18,2.68,4.13
2257,9.8,1.1869,3.523,-2.96,-0.18,1.57,1.6,1.25,2.89,4.51
2258,9.8,1.1869,3.51,-3.22,0.05,1.45,1.61,1.36,3.18,5.05
2259,9.8,1.1869,3.498,-3.38,0.16,1.42,1.61,1.38,3.36,5.35
2260,9.8,1.1869,3.489,-3.54,0.21,1.41,1.61,1.4,3.51,5.59
2261,9.8,1.187,3.479,-3.71,0.28,1.39,1.62,1.42,3.67,5.85
2262,9.8,1.187,3.478,-3.71,0.28,1.39,1.62,1.42,3.68,5.86
2263,9.8,1.0477,3.659,0.55,1.04,1.02,1.16,0.61,1.15,1.93
2264,9.8,1.048,3.655,0.46,0.97,1.05,1.17,0.62,1.16,1.96
2265,9.8,1.0516,3.661,0.45,0.93,1.01,1.15,0.61,1.14,1.91
2266,9.8,1.0533,3.657,0.29,0.8,1.05,1.17,0.62,1.16,1.95
2267,9.8,1.0538,3.651,0.13,0.67,1.11,1.2,0.63,1.19,2.0
2268,9.8,1.0541,3.645,-0.04,0.55,1.18,1.23,0.65,1.22,2.06
2269,9.8,1.0543,3.639,-0.22,0.42,1.25,1.26,0.67,1.26,2.12
2270,9.8,1.0543,3.63,-0.43,0.28,1.36,1.31,0.7,1.31,2.21
2271,9.8,1.0544,3.624,-0.62,0.14,1.43,1.35,0.72,1.35,2.28
2272,9.8,1.0544,3.612,-0.96,-0.08,1.59,1.42,0.76,1.43,2.42
2273,9.8,1.0544,3.602,-1.21,-0.23,1.7,1.48,0.8,1.5,2.54
2274,9.8,1.0544,3.602,-1.22,-0.23,1.71,1.48,0.8,1.5,2.54
2275,9.8,1.0544,3.611,-0.98,-0.09,1.6,1.43,0.76,1.44,2.43
2276,9.8,1.0544,3.617,-0.85,-0.01,1.53,1.39,0.75,1.4,2.36
2277,9.8,1.0547,3.61,-1.02,-0.12,1.62,1.44,0.77,1.45,2.44
2278,9.8,1.0547,3.603,-1.21,-0.24,1.7,1.48,0.8,1.49,2.53
2279,9.8,1.0548,3.597,-1.39,-0.36,1.73,1.5,0.82,1.56,2.61
2280,9.8,1.0548,3.59,-1.58,-0.48,1.76,1.52,0.84,1.63,2.69
2281,9.8,1.0549,3.583,-1.76,-0.58,1.79,1.54,0.86,1.71,2.78
2282,9.8,1.0549,3.576,-1.91,-0.67,1.81,1.56,0.88,1.78,2.86
2283,9.8,1.0549,3.566,-2.11,-0.67,1.82,1.57,0.94,1.96,3.08
2284,9.8,1.0549,3.551,-2.38,-0.59,1.81,1.58,1.03,2.25,3.43
2285,9.8,1.0549,3.544,-2.53,-0.57,1.8,1.59,1.08,2.39,3.6
2286,9.8,1.055,3.534,-2.73,-0.36,1.69,1.6,1.17,2.64,4.06
2287,9.8,1.055,3.523,-2.93,-0.13,1.57,1.6,1.26,2.89,4.53
2288,9.8,1.055,3.512,-3.13,0.1,1.45,1.61,1.35,3.15,5.0
2289,9.8,1.055,3.5,-3.32,0.18,1.43,1.61,1.38,3.33,5.3
2290,9.8,1.055,3.488,-3.51,0.27,1.4,1.61,1.4,3.53,5.62
2291,9.8,1.055,3.482,-3.63,0.29,1.39,1.62,1.42,3.63,5.78
2292,9.8,1.055,3.471,-3.8,0.36,1.37,1.62,1.44,3.79,6.04
2293,9.8,1.055,3.461,-3.97,0.42,1.35,1.62,1.46,3.95,6.31
2294,9.8,1.055,3.451,-4.13,0.49,1.34,1.62,1.49,4.11,6.57
2295,9.8,1.0551,3.44,-4.3,0.56,1.32,1.62,1.51,4.28,6.84
2296,9.8,1.0551,3.429,-4.47,0.63,1.29,1.63,1.53,4.45,7.11
2297,9.8,1.0551,3.418,-4.64,0.72,1.27,1.63,1.56,4.63,7.41
2298,9.8,1.0551,3.412,-4.73,0.77,1.26,1.63,1.57,4.72,7.56
2327,9.7,0.6,3.588,7.75,8.81,1.13,1.37,0.88,1.71,2.64
2328,9.7,0.62,3.598,7.59,8.61,1.08,1.35,0.85,1.62,2.59
2329,9.7,0.64,3.607,7.43,8.39,1.04,1.31,0.82,1.54,2.5
2330,9.7,0.66,3.617,7.27,8.14,1.02,1.27,0.8,1.48,2.39
2331,9.7,0.68,3.627,7.11,7.9,0.99,1.23,0.77,1.41,2.29
2332,9.7,0.7,3.637,6.95,7.66,0.94,1.19,0.74,1.35,2.19
2333,9.7,0.72,3.646,6.8,7.44,0.9,1.14,0.71,1.29,2.09
2334,9.7,0.74,3.656,6.65,7.21,0.84,1.1,0.67,1.23,2.0
2335,9.7,0.76,3.665,6.5,6.99,0.78,1.06,0.64,1.17,1.9
2336,9.7,0.78,3.675,6.35,6.77,0.72,1.02,0.6,1.12,1.81
2337,9.7,0.8,3.685,6.19,6.56,0.66,0.98,0.57,1.06,1.72
2338,9.7,0.825,3.696,6.01,6.32,0.59,0.93,0.53,1.0,1.62
2339,9.7,0.85,3.707,5.84,6.09,0.52,0.89,0.5,0.94,1.53
2340,9.7,0.875,3.717,5.65,5.86,0.45,0.85,0.48,0.89,1.44
2341,9.7,0.9,3.728,5.47,5.63,0.37,0.81,0.45,0.85,1.36
2342,9.7,0.925,3.737,5.3,5.44,0.31,0.77,0.43,0.81,1.3
2343,9.7,0.95,3.745,5.13,5.24,0.26,0.74,0.41,0.78,1.25
2344,9.7,0.975,3.753,4.95,5.04,0.2,0.71,0.39,0.75,1.19
2345,9.7,1.0,3.761,4.77,4.84,0.16,0.68,0.38,0.73,1.14
2346,9.7,1.025,3.767,4.59,4.66,0.13,0.65,0.37,0.71,1.1
2347,9.7,1.05,3.773,4.42,4.48,0.1,0.63,0.36,0.69,1.07
2348,9.7,1.0508,3.773,4.41,4.47,0.1,0.63,0.36,0.69,1.06
2349,9.7,1.0758,3.776,4.25,4.3,0.08,0.61,0.35,0.68,1.04
2350,9.7,1.1058,3.779,4.07,4.12,0.07,0.6,0.35,0.67,1.03
2351,9.7,1.1358,3.777,3.91,3.96,0.08,0.61,0.35,0.67,1.03
2352,9.7,1.1621,3.774,3.77,3.83,0.1,0.62,0.36,0.68,1.05
2353,9.7,1.17,3.781,3.61,3.65,0.07,0.59,0.34,0.66,1.01
2354,9.7,1.1716,3.789,3.45,3.48,0.04,0.56,0.33,0.63,0.96
2355,9.7,1.1892,3.777,3.3,3.34,0.09,0.6,0.35,0.67,1.04
2356,9.7,1.2086,3.764,3.17,3.24,0.16,0.66,0.37,0.72,1.12
2357,9.7,1.218,3.74,3.23,3.35,0.3,0.76,0.42,0.8,1.27
2358,9.7,1.2249,3.711,3.36,3.59,0.5,0.88,0.48,0.92,1.49
2359,9.7,1.2262,3.706,3.38,3.62,0.54,0.91,0.49,0.94,1.53
2360,9.7,1.2324,3.691,3.22,3.54,0.65,0.97,0.53,1.0,1.65
2361,9.7,1.2327,3.691,3.21,3.53,0.65,0.97,0.53,1.0,1.65
2362,9.7,1.2363,3.687,3.05,3.38,0.68,0.99,0.54,1.02,1.68
2363,9.7,1.2393,3.686,2.89,3.23,0.7,1.0,0.55,1.03,1.7
2364,9.7,1.2423,3.683,2.71,3.07,0.72,1.01,0.55,1.04,1.71
2365,9.7,1.2447,3.681,2.55,2.91,0.74,1.02,0.56,1.04,1.73
2366,9.7,1.2467,3.679,2.39,2.76,0.76,1.03,0.56,1.05,1.75
2367,9.7,1.2485,3.677,2.22,2.6,0.78,1.04,0.56,1.06,1.76
2368,9.7,1.25,3.675,2.07,2.46,0.81,1.05,0.57,1.07,1.78
2369,9.7,1.2515,3.672,1.88,2.3,0.83,1.07,0.58,1.09,1.8
2370,9.7,1.2527,3.669,1.72,2.15,0.86,1.08,0.58,1.1,1.83
2371,9.7,1.2537,3.667,1.56,2.0,0.89,1.1,0.59,1.12,1.86
2372,9.7,1.2547,3.663,1.38,1.85,0.93,1.11,0.6,1.13,1.89
2373,9.7,1.2557,3.66,1.21,1.69,0.96,1.13,0.61,1.15,1.91
2374,9.7,1.2563,3.659,1.12,1.62,0.97,1.14,0.62,1.15,1.93
2375,9.7,1.2569,3.66,1.16,1.65,0.96,1.13,0.61,1.15,1.91
2376,9.7,1.2576,3.657,1.01,1.51,1.0,1.15,0.62,1.16,1.95
2377,9.7,1.2583,3.653,0.84,1.37,1.03,1.17,0.63,1.18,1.98
2378,9.7,1.2589,3.65,0.69,1.24,1.08,1.19,0.64,1.2,2.01
2379,9.7,1.2595,3.646,0.51,1.1,1.12,1.21,0.65,1.22,2.05
2380,9.7,1.26,3.643,0.35,0.96,1.16,1.23,0.66,1.24,2.08
2381,9.7,1.2604,3.639,0.18,0.82,1.21,1.25,0.68,1.26,2.12
2382,9.7,1.2607,3.635,0.03,0.7,1.26,1.27,0.69,1.29,2.16
2383,9.7,1.261,3.63,-0.14,0.57,1.31,1.3,0.7,1.32,2.21
2384,9.7,1.2612,3.626,-0.3,0.44,1.37,1.32,0.72,1.34,2.25
2385,9.7,1.2615,3.622,-0.47,0.31,1.42,1.35,0.73,1.37,2.3
2386,9.7,1.2617,3.618,-0.63,0.19,1.48,1.38,0.74,1.4,2.35
2387,9.7,1.2619,3.613,-0.82,0.06,1.55,1.41,0.76,1.43,2.41
2388,9.7,1.262,3.608,-0.98,-0.06,1.62,1.44,0.78,1.46,2.47
2389,9.7,1.2622,3.602,-1.17,-0.19,1.7,1.48,0.8,1.5,2.54
2390,9.7,1.2623,3.597,-1.34,-0.31,1.72,1.5,0.82,1.56,2.6
2391,9.7,1.2624,3.591,-1.51,-0.42,1.75,1.52,0.84,1.63,2.68
2392,9.7,1.2625,3.583,-1.69,-0.52,1.78,1.54,0.86,1.7,2.77
2393,9.7,1.2626,3.577,-1.84,-0.61,1.81,1.55,0.88,1.77,2.85
2394,9.7,1.2627,3.57,-2.01,-0.66,1.82,1.56,0.91,1.87,2.97
2395,9.7,1.2628,3.562,-2.2,-0.66,1.81,1.57,0.97,2.04,3.17
2396,9.7,1.2628,3.554,-2.36,-0.65,1.81,1.58,1.01,2.19,3.36
2397,9.7,1.2629,3.548,-2.55,-0.68,1.8,1.59,1.06,2.33,3.52
2398,9.7,1.263,3.536,-2.75,-0.49,1.72,1.6,1.14,2.58,3.94
2399,9.7,1.263,3.528,-2.98,-0.38,1.62,1.6,1.22,2.78,4.31
2400,9.7,1.2631,3.52,-3.15,-0.23,1.54,1.61,1.28,2.96,4.66
2401,9.7,1.2631,3.509,-3.34,-0.05,1.45,1.61,1.36,3.19,5.07
2402,9.7,1.2631,3.495,-3.55,0.07,1.42,1.61,1.39,3.42,5.44
2403,9.7,1.2632,3.486,-3.71,0.11,1.4,1.62,1.41,3.56,5.67
2404,9.7,1.1365,3.66,0.51,1.0,1.0,1.15,0.61,1.14,1.92
2405,9.7,1.1369,3.657,0.42,0.93,1.03,1.16,0.62,1.16,1.94
2406,9.7,1.1419,3.661,0.41,0.88,1.0,1.14,0.6,1.14,1.9
2407,9.7,1.1445,3.658,0.26,0.75,1.04,1.16,0.61,1.15,1.94
2408,9.7,1.1454,3.653,0.11,0.63,1.09,1.19,0.63,1.18,1.98
2409,9.7,1.1458,3.647,-0.06,0.51,1.16,1.22,0.64,1.21,2.04
2410,9.7,1.146,3.641,-0.24,0.38,1.23,1.25,0.67,1.25,2.1
2411,9.7,1.1461,3.633,-0.44,0.24,1.32,1.3,0.69,1.3,2.18
2412,9.7,1.1461,3.623,-0.74,0.04,1.45,1.36,0.72,1.36,2.29
2413,9.7,1.1461,3.615,-0.98,-0.13,1.55,1.41,0.75,1.41,2.38
2414,9.7,1.1461,3.608,-1.17,-0.25,1.65,1.45,0.78,1.46,2.47
2415,9.7,1.1461,3.606,-1.22,-0.27,1.67,1.46,0.79,1.48,2.5
2416,9.7,1.1462,3.613,-1.02,-0.16,1.58,1.42,0.76,1.42,2.41
2417,9.7,1.1462,3.619,-0.86,-0.05,1.5,1.38,0.74,1.38,2.34
2418,9.7,1.1462,3.62,-0.81,-0.02,1.48,1.37,0.73,1.38,2.32
2419,9.7,1.1465,3.615,-0.98,-0.13,1.55,1.4,0.75,1.41,2.38
2420,9.7,1.1466,3.61,-1.13,-0.23,1.62,1.44,0.77,1.45,2.45
2421,9.7,1.1467,3.602,-1.33,-0.35,1.71,1.49,0.8,1.5,2.54
2422,9.7,1.1468,3.596,-1.5,-0.46,1.74,1.5,0.82,1.56,2.61
2423,9.7,1.1468,3.59,-1.68,-0.58,1.76,1.52,0.84,1.63,2.69
2424,9.7,1.1469,3.583,-1.86,-0.68,1.79,1.54,0.86,1.71,2.77
2425,9.7,1.1469,3.574,-2.04,-0.78,1.82,1.56,0.89,1.8,2.88
2426,9.7,1.1469,3.566,-2.2,-0.76,1.82,1.57,0.94,1.95,3.06
2427,9.7,1.1469,3.556,-2.38,-0.71,1.81,1.58,1.0,2.15,3.31
2428,9.7,1.147,3.547,-2.57,-0.67,1.8,1.59,1.06,2.35,3.55
2429,9.7,1.147,3.536,-2.79,-0.52,1.72,1.6,1.14,2.58,3.95
2430,9.7,1.147,3.524,-3.0,-0.26,1.59,1.6,1.25,2.86,4.46
2431,9.7,1.147,3.514,-3.21,-0.04,1.47,1.61,1.34,3.11,4.93
2432,9.7,1.147,3.502,-3.4,0.06,1.43,1.61,1.37,3.31,5.25
2433,9.7,1.1471,3.489,-3.59,0.15,1.41,1.61,1.4,3.51,5.58
2434,9.7,1.1471,3.486,-3.64,0.17,1.4,1.62,1.41,3.56,5.66
2435,9.7,1.1471,3.476,-3.81,0.24,1.38,1.62,1.43,3.72,5.93
2436,9.7,1.1471,3.465,-3.98,0.3,1.36,1.62,1.45,3.88,6.19
2437,9.7,1.1471,3.455,-4.15,0.37,1.34,1.62,1.48,4.05,6.46
2438,9.7,1.1471,3.444,-4.32,0.44,1.32,1.62,1.5,4.22,6.74
2439,9.7,1.1471,3.433,-4.49,0.52,1.3,1.62,1.52,4.39,7.01
2440,9.7,1.1472,3.422,-4.67,0.6,1.28,1.63,1.55,4.56,7.3
2441,9.7,1.1472,3.412,-4.8,0.69,1.26,1.63,1.57,4.72,7.55
2473,9.6,0.6,3.587,7.76,8.83,1.14,1.38,0.88,1.72,2.65
2474,9.6,0.62,3.597,7.61,8.63,1.09,1.35,0.85,1.62,2.59
2475,9.6,0.64,3.607,7.45,8.41,1.05,1.32,0.82,1.54,2.51
2476,9.6,0.66,3.616,7.29,8.17,1.02,1.28,0.8,1.48,2.4
2477,9.6,0.68,3.626,7.13,7.93,1.0,1.24,0.78,1.42,2.3
2478,9.6,0.7,3.636,6.97,7.69,0.95,1.19,0.75,1.36,2.2
2479,9.6,0.725,3.647,6.79,7.41,0.89,1.14,0.7,1.28,2.08
2480,9.6,0.745,3.657,6.64,7.2,0.84,1.1,0.67,1.22,1.99
2481,9.6,0.765,3.666,6.49,6.98,0.78,1.06,0.63,1.17,1.9
2482,9.6,0.785,3.676,6.34,6.76,0.72,1.02,0.6,1.11,1.8
2483,9.6,0.805,3.685,6.19,6.56,0.66,0.98,0.57,1.06,1.72
2484,9.6,0.83,3.696,6.02,6.32,0.59,0.93,0.53,1.0,1.62
2485,9.6,0.855,3.706,5.84,6.1,0.52,0.89,0.5,0.95,1.53
2486,9.6,0.88,3.717,5.67,5.87,0.45,0.85,0.48,0.89,1.45
2487,9.6,0.905,3.727,5.49,5.66,0.38,0.81,0.45,0.85,1.37
2488,9.6,0.93,3.736,5.33,5.47,0.32,0.78,0.43,0.82,1.31
2489,9.6,0.955,3.744,5.16,5.28,0.26,0.74,0.41,0.79,1.25
2490,9.6,0.98,3.752,5.0,5.1,0.21,0.71,0.4,0.76,1.2
2491,9.6,1.005,3.76,4.83,4.91,0.16,0.68,0.38,0.73,1.15
2492,9.6,1.03,3.767,4.66,4.73,0.13,0.65,0.37,0.71,1.11
2493,9.6,1.055,3.773,4.5,4.56,0.1,0.63,0.36,0.69,1.07
2494,9.6,1.08,3.778,4.34,4.39,0.07,0.61,0.35,0.67,1.03
2495,9.6,1.0859,3.779,4.3,4.35,0.07,0.6,0.35,0.67,1.02
2496,9.6,1.1109,3.783,4.15,4.19,0.05,0.59,0.34,0.65,1.0
2497,9.6,1.1409,3.786,3.97,4.01,0.04,0.57,0.34,0.64,0.98
2498,9.6,1.1709,3.786,3.81,3.84,0.04,0.57,0.33,0.64,0.98
2499,9.6,1.2109,3.782,3.63,3.66,0.06,0.59,0.34,0.66,1.0
2500,9.6,1.2349,3.78,3.52,3.56,0.07,0.6,0.35,0.66,1.02
2501,9.6,1.2448,3.787,3.36,3.39,0.05,0.57,0.33,0.64,0.98
2502,9.6,1.2468,3.796,3.2,3.22,0.02,0.53,0.31,0.61,0.92
2503,9.6,1.2471,3.798,3.15,3.17,0.01,0.52,0.31,0.6,0.91
2504,9.6,1.2694,3.781,3.0,3.03,0.07,0.59,0.34,0.66,1.01
2505,9.6,1.2766,3.775,2.96,3.0,0.1,0.61,0.35,0.68,1.04
2506,9.6,1.2899,3.749,3.0,3.1,0.24,0.72,0.4,0.77,1.21
2507,9.6,1.2951,3.728,3.13,3.29,0.38,0.81,0.44,0.85,1.36
2508,9.6,1.3009,3.706,3.23,3.48,0.54,0.91,0.49,0.94,1.53
2509,9.6,1.3084,3.694,3.12,3.42,0.63,0.96,0.52,0.99,1.62
2510,9.6,1.3137,3.69,2.96,3.28,0.66,0.98,0.53,1.0,1.66
2511,9.6,1.3179,3.688,2.8,3.13,0.68,0.99,0.54,1.01,1.67
2512,9.6,1.3216,3.686,2.64,2.97,0.7,1.0,0.54,1.02,1.69
2513,9.6,1.3248,3.684,2.47,2.82,0.72,1.01,0.55,1.03,1.71
2514,9.6,1.3278,3.682,2.3,2.66,0.74,1.02,0.55,1.04,1.73
2515,9.6,1.3301,3.68,2.15,2.51,0.76,1.03,0.56,1.05,1.74
2516,9.6,1.3321,3.678,2.0,2.37,0.79,1.04,0.56,1.06,1.76
2517,9.6,1.334,3.675,1.84,2.23,0.81,1.05,0.57,1.07,1.78
2518,9.6,1.3358,3.672,1.67,2.08,0.84,1.07,0.57,1.09,1.8
2519,9.6,1.3373,3.67,1.51,1.94,0.87,1.08,0.58,1.1,1.83
2520,9.6,1.3386,3.667,1.35,1.79,0.89,1.1,0.59,1.11,1.85
2521,9.6,1.3398,3.664,1.2,1.65,0.93,1.11,0.6,1.13,1.88
2522,9.6,1.3414,3.661,1.02,1.5,0.96,1.13,0.61,1.14,1.91
2523,9.6,1.3415,3.661,1.01,1.49,0.96,1.13,0.61,1.14,1.91
2524,9.6,1.3424,3.662,1.06,1.53,0.95,1.12,0.61,1.14,1.9
2525,9.6,1.3434,3.659,0.9,1.39,0.98,1.14,0.62,1.15,1.93
2526,9.6,1.3444,3.655,0.73,1.25,1.02,1.16,0.62,1.17,1.96
2527,9.6,1.3452,3.651,0.58,1.12,1.06,1.18,0.63,1.19,2.0
2528,9.6,1.346,3.648,0.41,0.98,1.11,1.2,0.65,1.21,2.03
2529,9.6,1.3467,3.644,0.23,0.83,1.15,1.22,0.66,1.23,2.07
